;PC Software:PMManager Version 3.31 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the PMManager Log reader from opening the file correctly. ********
;Logged:14/11/2020 at 15:04:48
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Sample:of period: 00:00:06
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:843-R-USB Thermopile 919P-030-18 (s/n:950105)  EF1.39 (s/n:947127)
;Channel B:841-PE-USB Thermopile 919P-030-18 (s/n:904190)  FO2.04 (s/n:903878)

;Channel A:Details
;Name:919P-030-18
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:370
;Settings:Range:AUTO

;Channel B:Details
;Name:919P-030-18
;Graph Color:RGB(245,86,16)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:380
;Settings:Range:AUTO

;Channel A:Statistics
;Min:-5.000mW            
;Max:2.618W              
;Average:2.472W              
;Std.Dev.:44.25mW             
;Overrange:0                   

;Channel B:Statistics
;Min:-2.000mW            
;Max:2.793W              
;Average:2.689W              
;Std.Dev.:40.39mW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 14/11/2020 at 15:04:48.636000
  Timestamp   	  Channel A  	  Channel B  	
     31800.020	  2.508e+000 	             	
     31800.072	             	  2.732e+000 	
     31806.023	  2.511e+000 	             	
     31806.071	             	  2.728e+000 	
     31812.018	  2.519e+000 	             	
     31812.070	             	  2.732e+000 	
     31818.016	  2.504e+000 	             	
     31818.068	             	  2.731e+000 	
     31824.015	  2.509e+000 	             	
     31824.067	             	  2.734e+000 	
     31830.014	  2.511e+000 	             	
     31830.066	             	  2.727e+000 	
     31836.018	  2.509e+000 	             	
     31836.065	             	  2.734e+000 	
     31842.011	  2.510e+000 	             	
     31842.063	             	  2.735e+000 	
     31848.010	  2.512e+000 	             	
     31848.062	             	  2.733e+000 	
     31854.008	  2.511e+000 	             	
     31854.061	             	  2.725e+000 	
     31860.007	  2.507e+000 	             	
     31860.060	             	  2.733e+000 	
     31866.011	  2.510e+000 	             	
     31866.059	             	  2.731e+000 	
     31872.004	  2.507e+000 	             	
     31872.057	             	  2.732e+000 	
     31878.003	  2.508e+000 	             	
     31878.056	             	  2.734e+000 	
     31884.001	  2.509e+000 	             	
     31884.055	             	  2.724e+000 	
     31890.001	  2.506e+000 	             	
     31890.054	             	  2.735e+000 	
     31896.005	  2.507e+000 	             	
     31896.052	             	  2.729e+000 	
     31902.051	             	  2.731e+000 	
     31902.064	  2.503e+000 	             	
     31908.050	             	  2.732e+000 	
     31908.063	  2.517e+000 	             	
     31914.049	             	  2.733e+000 	
     31914.062	  2.513e+000 	             	
     31920.048	             	  2.735e+000 	
     31920.062	  2.508e+000 	             	
     31926.046	             	  2.729e+000 	
     31926.065	  2.507e+000 	             	
     31932.045	             	  2.737e+000 	
     31932.057	  2.512e+000 	             	
     31938.044	             	  2.736e+000 	
     31938.056	  2.513e+000 	             	
     31944.043	             	  2.735e+000 	
     31944.055	  2.518e+000 	             	
     31950.041	             	  2.723e+000 	
     31950.056	  2.518e+000 	             	
     31956.040	             	  2.736e+000 	
     31956.052	  2.499e+000 	             	
     31962.039	             	  2.731e+000 	
     31962.051	  2.510e+000 	             	
     31968.038	             	  2.727e+000 	
     31968.049	  2.514e+000 	             	
     31974.036	             	  2.731e+000 	
     31974.048	  2.518e+000 	             	
     31980.035	             	  2.731e+000 	
     31980.050	  2.520e+000 	             	
     31986.034	             	  2.729e+000 	
     31986.045	  2.512e+000 	             	
     31992.033	             	  2.735e+000 	
     31992.044	  2.507e+000 	             	
     31998.032	             	  2.736e+000 	
     31998.043	  2.518e+000 	             	
     32004.030	             	  2.723e+000 	
     32004.042	  2.513e+000 	             	
     32010.029	             	  2.733e+000 	
     32010.044	  2.513e+000 	             	
     32016.028	             	  2.732e+000 	
     32016.039	  2.500e+000 	             	
     32022.027	             	  2.728e+000 	
     32022.038	  2.519e+000 	             	
     32028.025	             	  2.737e+000 	
     32028.036	  2.502e+000 	             	
     32034.024	             	  2.732e+000 	
     32034.035	  2.521e+000 	             	
     32040.023	             	  2.733e+000 	
     32040.038	  2.512e+000 	             	
     32046.022	             	  2.725e+000 	
     32046.032	  2.512e+000 	             	
     32052.030	  2.512e+000 	             	
     32052.087	             	  2.738e+000 	
     32058.030	  2.515e+000 	             	
     32058.086	             	  2.728e+000 	
     32064.028	  2.509e+000 	             	
     32064.085	             	  2.731e+000 	
     32070.032	  2.505e+000 	             	
     32070.084	             	  2.732e+000 	
     32076.026	  2.511e+000 	             	
     32076.082	             	  2.731e+000 	
     32082.025	  2.512e+000 	             	
     32082.081	             	  2.736e+000 	
     32088.023	  2.510e+000 	             	
     32088.080	             	  2.737e+000 	
     32094.023	  2.517e+000 	             	
     32094.079	             	  2.735e+000 	
     32100.026	  2.501e+000 	             	
     32100.077	             	  2.730e+000 	
     32106.019	  2.512e+000 	             	
     32106.076	             	  2.734e+000 	
     32112.018	  2.515e+000 	             	
     32112.075	             	  2.735e+000 	
     32118.016	  2.515e+000 	             	
     32118.074	             	  2.723e+000 	
     32124.017	  2.509e+000 	             	
     32124.073	             	  2.734e+000 	
     32130.020	  2.505e+000 	             	
     32130.071	             	  2.727e+000 	
     32136.012	  2.501e+000 	             	
     32136.070	             	  2.734e+000 	
     32142.011	  2.507e+000 	             	
     32142.069	             	  2.724e+000 	
     32148.009	  2.512e+000 	             	
     32148.068	             	  2.736e+000 	
     32154.012	  2.499e+000 	             	
     32154.066	             	  2.731e+000 	
     32160.007	  2.507e+000 	             	
     32160.065	             	  2.725e+000 	
     32166.006	  2.499e+000 	             	
     32166.064	             	  2.733e+000 	
     32172.004	  2.506e+000 	             	
     32172.063	             	  2.733e+000 	
     32178.003	  2.517e+000 	             	
     32178.062	             	  2.723e+000 	
     32184.006	  2.509e+000 	             	
     32184.060	             	  2.733e+000 	
     32190.000	  2.510e+000 	             	
     32190.059	             	  2.732e+000 	
     32196.058	             	  2.728e+000 	
     32196.066	  2.510e+000 	             	
     32202.057	             	  2.732e+000 	
     32202.064	  2.515e+000 	             	
     32208.055	             	  2.726e+000 	
     32208.063	  2.516e+000 	             	
     32214.000	  2.503e+000 	             	
     32214.054	             	  2.731e+000 	
     32220.053	             	  2.729e+000 	
     32220.060	  2.510e+000 	             	
     32226.052	             	  2.724e+000 	
     32226.059	  2.511e+000 	             	
     32232.051	             	  2.733e+000 	
     32232.057	  2.502e+000 	             	
     32238.049	             	  2.727e+000 	
     32238.057	  2.508e+000 	             	
     32244.048	             	  2.732e+000 	
     32244.061	  2.511e+000 	             	
     32250.047	             	  2.731e+000 	
     32250.054	  2.506e+000 	             	
     32256.046	             	  2.721e+000 	
     32256.053	  2.514e+000 	             	
     32262.044	             	  2.725e+000 	
     32262.051	  2.502e+000 	             	
     32268.043	             	  2.733e+000 	
     32268.050	  2.517e+000 	             	
     32274.042	             	  2.731e+000 	
     32274.054	  2.506e+000 	             	
     32280.041	             	  2.730e+000 	
     32280.047	  2.519e+000 	             	
     32286.040	             	  2.732e+000 	
     32286.045	  2.513e+000 	             	
     32292.038	             	  2.731e+000 	
     32292.044	  2.512e+000 	             	
     32298.037	             	  2.730e+000 	
     32298.044	  2.511e+000 	             	
     32304.036	             	  2.730e+000 	
     32304.047	  2.508e+000 	             	
     32310.035	             	  2.730e+000 	
     32310.040	  2.516e+000 	             	
     32316.033	             	  2.731e+000 	
     32316.039	  2.519e+000 	             	
     32322.032	             	  2.733e+000 	
     32322.038	  2.508e+000 	             	
     32328.031	             	  2.731e+000 	
     32328.039	  2.504e+000 	             	
     32334.030	             	  2.732e+000 	
     32334.041	  2.502e+000 	             	
     32340.029	             	  2.731e+000 	
     32340.033	  2.506e+000 	             	
     32346.027	             	  2.731e+000 	
     32346.033	  2.514e+000 	             	
     32352.026	             	  2.730e+000 	
     32352.030	  2.502e+000 	             	
     32358.025	             	  2.725e+000 	
     32358.032	  2.505e+000 	             	
     32364.024	             	  2.728e+000 	
     32364.029	  2.505e+000 	             	
     32370.022	             	  2.734e+000 	
     32370.027	  2.515e+000 	             	
     32376.021	             	  2.728e+000 	
     32376.026	  2.507e+000 	             	
     32382.024	  2.506e+000 	             	
     32382.087	             	  2.729e+000 	
     32388.027	  2.506e+000 	             	
     32388.085	             	  2.725e+000 	
     32394.022	  2.519e+000 	             	
     32394.084	             	  2.732e+000 	
     32400.021	  2.506e+000 	             	
     32400.083	             	  2.727e+000 	
     32406.020	  2.510e+000 	             	
     32406.082	             	  2.730e+000 	
     32412.017	  2.510e+000 	             	
     32412.081	             	  2.732e+000 	
     32418.021	  2.508e+000 	             	
     32418.079	             	  2.726e+000 	
     32424.015	  2.514e+000 	             	
     32424.078	             	  2.729e+000 	
     32430.013	  2.508e+000 	             	
     32430.077	             	  2.734e+000 	
     32436.012	  2.510e+000 	             	
     32436.076	             	  2.728e+000 	
     32442.011	  2.510e+000 	             	
     32442.074	             	  2.724e+000 	
     32448.015	  2.515e+000 	             	
     32448.073	             	  2.735e+000 	
     32454.009	  2.505e+000 	             	
     32454.072	             	  2.730e+000 	
     32460.007	  2.503e+000 	             	
     32460.071	             	  2.726e+000 	
     32466.005	  2.502e+000 	             	
     32466.070	             	  2.731e+000 	
     32472.005	  2.499e+000 	             	
     32472.068	             	  2.733e+000 	
     32478.009	  2.516e+000 	             	
     32478.067	             	  2.733e+000 	
     32484.001	  2.506e+000 	             	
     32484.066	             	  2.726e+000 	
     32490.000	  2.504e+000 	             	
     32490.065	             	  2.731e+000 	
     32496.063	             	  2.734e+000 	
     32496.066	  2.514e+000 	             	
     32502.062	             	  2.728e+000 	
     32502.065	  2.502e+000 	             	
     32508.002	  2.515e+000 	             	
     32508.061	             	  2.730e+000 	
     32514.060	             	  2.728e+000 	
     32514.061	  2.505e+000 	             	
     32520.059	             	  2.729e+000 	
     32520.060	  2.510e+000 	             	
     32526.057	             	  2.731e+000 	
     32526.059	  2.511e+000 	             	
     32532.056	             	  2.725e+000 	
     32532.059	  2.513e+000 	             	
     32538.055	             	  2.735e+000 	
     32538.062	  2.509e+000 	             	
     32544.054	             	  2.730e+000 	
     32544.055	  2.514e+000 	             	
     32550.052	             	  2.732e+000 	
     32550.054	  2.500e+000 	             	
     32556.051	             	  2.729e+000 	
     32556.053	  2.508e+000 	             	
     32562.050	             	  2.726e+000 	
     32562.054	  2.508e+000 	             	
     32568.049	             	  2.732e+000 	
     32568.050	  2.498e+000 	             	
     32574.048	             	  2.731e+000 	
     32574.048	  2.502e+000 	             	
     32580.046	             	  2.732e+000 	
     32580.047	  2.511e+000 	             	
     32586.045	             	  2.729e+000 	
     32586.046	  2.515e+000 	             	
     32592.044	             	  2.734e+000 	
     32592.048	  2.510e+000 	             	
     32598.043	             	  2.731e+000 	
     32598.043	  2.515e+000 	             	
     32604.041	             	  2.728e+000 	
     32604.042	  2.504e+000 	             	
     32610.040	  2.515e+000 	             	
     32610.040	             	  2.734e+000 	
     32616.039	             	  2.725e+000 	
     32616.039	  2.502e+000 	             	
     32622.038	             	  2.731e+000 	
     32622.043	  2.515e+000 	             	
     32628.036	             	  2.723e+000 	
     32628.037	  2.506e+000 	             	
     32634.035	  2.514e+000 	             	
     32634.035	             	  2.729e+000 	
     32640.034	  2.505e+000 	             	
     32640.034	             	  2.730e+000 	
     32646.033	             	  2.734e+000 	
     32646.033	  2.502e+000 	             	
     32652.032	             	  2.716e+000 	
     32652.037	  2.500e+000 	             	
     32658.030	  2.508e+000 	             	
     32658.030	             	  2.731e+000 	
     32664.029	  2.510e+000 	             	
     32664.029	             	  2.732e+000 	
     32670.027	  2.509e+000 	             	
     32670.028	             	  2.730e+000 	
     32676.027	             	  2.729e+000 	
     32676.027	  2.510e+000 	             	
     32682.026	             	  2.729e+000 	
     32682.030	  2.515e+000 	             	
     32688.024	  2.510e+000 	             	
     32688.024	             	  2.730e+000 	
     32694.022	  2.507e+000 	             	
     32694.023	             	  2.731e+000 	
     32700.021	  2.506e+000 	             	
     32700.022	             	  2.733e+000 	
     32706.021	  2.509e+000 	             	
     32706.087	             	  2.731e+000 	
     32712.023	  2.505e+000 	             	
     32712.086	             	  2.729e+000 	
     32718.016	  2.507e+000 	             	
     32718.085	             	  2.730e+000 	
     32724.015	  2.506e+000 	             	
     32724.084	             	  2.730e+000 	
     32730.013	  2.518e+000 	             	
     32730.082	             	  2.733e+000 	
     32736.015	  2.507e+000 	             	
     32736.081	             	  2.723e+000 	
     32742.011	  2.509e+000 	             	
     32742.080	             	  2.729e+000 	
     32748.010	  2.508e+000 	             	
     32748.079	             	  2.726e+000 	
     32754.008	  2.505e+000 	             	
     32754.077	             	  2.731e+000 	
     32760.007	  2.506e+000 	             	
     32760.076	             	  2.731e+000 	
     32766.010	  2.513e+000 	             	
     32766.075	             	  2.729e+000 	
     32772.006	  2.498e+000 	             	
     32772.074	             	  2.726e+000 	
     32778.003	  2.507e+000 	             	
     32778.073	             	  2.730e+000 	
     32784.001	  2.511e+000 	             	
     32784.071	             	  2.727e+000 	
     32790.000	  2.509e+000 	             	
     32790.070	             	  2.728e+000 	
     32796.004	  2.514e+000 	             	
     32796.069	             	  2.726e+000 	
     32802.064	  2.510e+000 	             	
     32802.068	             	  2.732e+000 	
     32808.063	  2.507e+000 	             	
     32808.066	             	  2.731e+000 	
     32814.062	  2.520e+000 	             	
     32814.065	             	  2.729e+000 	
     32820.060	  2.508e+000 	             	
     32820.064	             	  2.723e+000 	
     32826.063	             	  2.728e+000 	
     32826.064	  2.516e+000 	             	
     32832.058	  2.508e+000 	             	
     32832.062	             	  2.730e+000 	
     32838.056	  2.507e+000 	             	
     32838.060	             	  2.729e+000 	
     32844.055	  2.523e+000 	             	
     32844.059	             	  2.718e+000 	
     32850.054	  2.514e+000 	             	
     32850.058	             	  2.731e+000 	
     32856.057	             	  2.729e+000 	
     32856.059	  2.511e+000 	             	
     32862.051	  2.518e+000 	             	
     32862.055	             	  2.729e+000 	
     32868.050	  2.508e+000 	             	
     32868.054	             	  2.731e+000 	
     32874.048	  2.500e+000 	             	
     32874.053	             	  2.730e+000 	
     32880.048	  2.501e+000 	             	
     32880.052	             	  2.733e+000 	
     32886.051	             	  2.725e+000 	
     32886.052	  2.493e+000 	             	
     32892.044	  2.512e+000 	             	
     32892.049	             	  2.726e+000 	
     32898.043	  2.499e+000 	             	
     32898.048	             	  2.731e+000 	
     32904.042	  2.503e+000 	             	
     32904.047	             	  2.727e+000 	
     32910.042	  2.494e+000 	             	
     32910.046	             	  2.726e+000 	
     32916.044	             	  2.727e+000 	
     32916.045	  2.521e+000 	             	
     32922.038	  2.512e+000 	             	
     32922.043	             	  2.724e+000 	
     32928.037	  2.500e+000 	             	
     32928.042	             	  2.727e+000 	
     32934.036	  2.506e+000 	             	
     32934.041	             	  2.728e+000 	
     32940.036	  2.515e+000 	             	
     32940.040	             	  2.723e+000 	
     32946.032	  2.516e+000 	             	
     32946.038	             	  2.726e+000 	
     32952.032	  2.513e+000 	             	
     32952.037	             	  2.732e+000 	
     32958.030	  2.506e+000 	             	
     32958.036	             	  2.731e+000 	
     32964.028	  2.511e+000 	             	
     32964.035	             	  2.725e+000 	
     32970.031	  2.504e+000 	             	
     32970.033	             	  2.729e+000 	
     32976.025	  2.511e+000 	             	
     32976.032	             	  2.731e+000 	
     32982.024	  2.521e+000 	             	
     32982.031	             	  2.723e+000 	
     32988.024	  2.507e+000 	             	
     32988.030	             	  2.732e+000 	
     32994.022	  2.512e+000 	             	
     32994.029	             	  2.732e+000 	
     33000.025	  2.517e+000 	             	
     33000.027	             	  2.730e+000 	
     33006.019	  2.517e+000 	             	
     33006.026	             	  2.727e+000 	
     33012.018	  2.517e+000 	             	
     33012.025	             	  2.730e+000 	
     33018.017	  2.513e+000 	             	
     33018.024	             	  2.730e+000 	
     33024.016	  2.509e+000 	             	
     33024.022	             	  2.728e+000 	
     33030.020	  2.511e+000 	             	
     33030.021	             	  2.732e+000 	
     33036.012	  2.498e+000 	             	
     33036.087	             	  2.728e+000 	
     33042.011	  2.499e+000 	             	
     33042.085	             	  2.729e+000 	
     33048.010	  2.511e+000 	             	
     33048.084	             	  2.728e+000 	
     33054.009	  2.501e+000 	             	
     33054.083	             	  2.727e+000 	
     33060.014	  2.503e+000 	             	
     33060.082	             	  2.728e+000 	
     33066.006	  2.510e+000 	             	
     33066.081	             	  2.727e+000 	
     33072.005	  2.509e+000 	             	
     33072.079	             	  2.726e+000 	
     33078.004	  2.504e+000 	             	
     33078.078	             	  2.730e+000 	
     33084.003	  2.504e+000 	             	
     33084.077	             	  2.729e+000 	
     33090.007	  2.510e+000 	             	
     33090.076	             	  2.728e+000 	
     33096.066	  2.507e+000 	             	
     33096.074	             	  2.731e+000 	
     33102.065	  2.504e+000 	             	
     33102.073	             	  2.731e+000 	
     33108.063	  2.498e+000 	             	
     33108.072	             	  2.730e+000 	
     33114.063	  2.506e+000 	             	
     33114.071	             	  2.727e+000 	
     33120.066	  2.507e+000 	             	
     33120.070	             	  2.732e+000 	
     33126.059	  2.507e+000 	             	
     33126.068	             	  2.724e+000 	
     33132.058	  2.510e+000 	             	
     33132.067	             	  2.729e+000 	
     33138.057	  2.510e+000 	             	
     33138.066	             	  2.732e+000 	
     33144.058	  2.510e+000 	             	
     33144.065	             	  2.724e+000 	
     33150.054	  2.514e+000 	             	
     33150.063	             	  2.729e+000 	
     33156.052	  2.517e+000 	             	
     33156.062	             	  2.721e+000 	
     33162.052	  2.500e+000 	             	
     33162.061	             	  2.723e+000 	
     33168.050	  2.509e+000 	             	
     33168.060	             	  2.731e+000 	
     33174.053	  2.496e+000 	             	
     33174.059	             	  2.725e+000 	
     33180.048	  2.510e+000 	             	
     33180.057	             	  2.722e+000 	
     33186.046	  2.504e+000 	             	
     33186.056	             	  2.720e+000 	
     33192.045	  2.506e+000 	             	
     33192.055	             	  2.713e+000 	
     33198.043	  2.512e+000 	             	
     33198.054	             	  2.722e+000 	
     33204.046	  2.517e+000 	             	
     33204.052	             	  2.730e+000 	
     33210.041	  2.498e+000 	             	
     33210.051	             	  2.728e+000 	
     33216.039	  2.508e+000 	             	
     33216.050	             	  2.729e+000 	
     33222.038	  2.513e+000 	             	
     33222.049	             	  2.720e+000 	
     33228.036	  2.501e+000 	             	
     33228.048	             	  2.726e+000 	
     33234.042	  2.513e+000 	             	
     33234.046	             	  2.726e+000 	
     33240.034	  2.500e+000 	             	
     33240.045	             	  2.732e+000 	
     33246.033	  2.511e+000 	             	
     33246.044	             	  2.720e+000 	
     33252.031	  2.512e+000 	             	
     33252.043	             	  2.726e+000 	
     33258.030	  2.505e+000 	             	
     33258.041	             	  2.726e+000 	
     33264.035	  2.501e+000 	             	
     33264.040	             	  2.731e+000 	
     33270.027	  2.506e+000 	             	
     33270.039	             	  2.732e+000 	
     33276.026	  2.504e+000 	             	
     33276.038	             	  2.722e+000 	
     33282.025	  2.508e+000 	             	
     33282.037	             	  2.728e+000 	
     33288.024	  2.498e+000 	             	
     33288.035	             	  2.733e+000 	
     33294.028	  2.498e+000 	             	
     33294.034	             	  2.731e+000 	
     33300.021	  2.513e+000 	             	
     33300.033	             	  2.726e+000 	
     33306.020	  2.517e+000 	             	
     33306.032	             	  2.731e+000 	
     33312.018	  2.510e+000 	             	
     33312.030	             	  2.725e+000 	
     33318.019	  2.515e+000 	             	
     33318.029	             	  2.725e+000 	
     33324.015	  2.505e+000 	             	
     33324.028	             	  2.712e+000 	
     33330.014	  2.511e+000 	             	
     33330.027	             	  2.730e+000 	
     33336.013	  2.514e+000 	             	
     33336.026	             	  2.726e+000 	
     33342.012	  2.516e+000 	             	
     33342.024	             	  2.729e+000 	
     33348.013	  2.516e+000 	             	
     33348.023	             	  2.728e+000 	
     33354.009	  2.522e+000 	             	
     33354.022	             	  2.726e+000 	
     33360.007	  2.519e+000 	             	
     33360.087	             	  2.728e+000 	
     33366.006	  2.512e+000 	             	
     33366.086	             	  2.729e+000 	
     33372.005	  2.510e+000 	             	
     33372.085	             	  2.733e+000 	
     33378.008	  2.514e+000 	             	
     33378.084	             	  2.728e+000 	
     33384.002	  2.505e+000 	             	
     33384.082	             	  2.731e+000 	
     33390.001	  2.506e+000 	             	
     33390.081	             	  2.723e+000 	
     33396.066	  2.518e+000 	             	
     33396.080	             	  2.728e+000 	
     33402.065	  2.518e+000 	             	
     33402.079	             	  2.724e+000 	
     33408.002	  2.508e+000 	             	
     33408.077	             	  2.727e+000 	
     33414.062	  2.511e+000 	             	
     33414.076	             	  2.727e+000 	
     33420.061	  2.499e+000 	             	
     33420.075	             	  2.717e+000 	
     33426.059	  2.501e+000 	             	
     33426.074	             	  2.731e+000 	
     33432.058	  2.512e+000 	             	
     33432.073	             	  2.724e+000 	
     33438.062	  2.505e+000 	             	
     33438.071	             	  2.729e+000 	
     33444.055	  2.496e+000 	             	
     33444.070	             	  2.730e+000 	
     33450.054	  2.502e+000 	             	
     33450.069	             	  2.718e+000 	
     33456.052	  2.514e+000 	             	
     33456.068	             	  2.727e+000 	
     33462.052	  2.508e+000 	             	
     33462.066	             	  2.734e+000 	
     33468.057	  2.503e+000 	             	
     33468.065	             	  2.714e+000 	
     33474.049	  2.499e+000 	             	
     33474.064	             	  2.729e+000 	
     33480.047	  2.508e+000 	             	
     33480.063	             	  2.727e+000 	
     33486.046	  2.511e+000 	             	
     33486.062	             	  2.727e+000 	
     33492.046	  2.505e+000 	             	
     33492.060	             	  2.727e+000 	
     33498.049	  2.508e+000 	             	
     33498.059	             	  2.728e+000 	
     33504.043	  2.513e+000 	             	
     33504.058	             	  2.728e+000 	
     33510.042	  2.515e+000 	             	
     33510.057	             	  2.723e+000 	
     33516.041	  2.499e+000 	             	
     33516.055	             	  2.728e+000 	
     33522.045	  2.507e+000 	             	
     33522.054	             	  2.725e+000 	
     33528.047	  2.516e+000 	             	
     33528.053	             	  2.726e+000 	
     33534.040	  2.509e+000 	             	
     33534.052	             	  2.729e+000 	
     33540.039	  2.512e+000 	             	
     33540.051	             	  2.726e+000 	
     33546.038	  2.516e+000 	             	
     33546.049	             	  2.731e+000 	
     33552.040	  2.505e+000 	             	
     33552.048	             	  2.726e+000 	
     33558.031	  2.506e+000 	             	
     33558.047	             	  2.738e+000 	
     33564.029	  2.510e+000 	             	
     33564.046	             	  2.726e+000 	
     33570.027	  2.512e+000 	             	
     33570.044	             	  2.732e+000 	
     33576.026	  2.512e+000 	             	
     33576.043	             	  2.727e+000 	
     33582.034	  2.507e+000 	             	
     33582.042	             	  2.726e+000 	
     33588.023	  2.515e+000 	             	
     33588.041	             	  2.727e+000 	
     33594.022	  2.505e+000 	             	
     33594.040	             	  2.722e+000 	
     33600.021	  2.509e+000 	             	
     33600.038	             	  2.727e+000 	
     33606.020	  2.506e+000 	             	
     33606.037	             	  2.716e+000 	
     33612.024	  2.518e+000 	             	
     33612.036	             	  2.729e+000 	
     33618.016	  2.507e+000 	             	
     33618.035	             	  2.727e+000 	
     33624.015	  2.512e+000 	             	
     33624.033	             	  2.728e+000 	
     33630.014	  2.512e+000 	             	
     33630.032	             	  2.721e+000 	
     33636.013	  2.510e+000 	             	
     33636.031	             	  2.730e+000 	
     33642.018	  2.509e+000 	             	
     33642.030	             	  2.725e+000 	
     33648.010	  2.498e+000 	             	
     33648.029	             	  2.724e+000 	
     33654.009	  2.496e+000 	             	
     33654.027	             	  2.723e+000 	
     33660.008	  2.503e+000 	             	
     33660.026	             	  2.729e+000 	
     33666.007	  2.500e+000 	             	
     33666.025	             	  2.727e+000 	
     33672.011	  2.504e+000 	             	
     33672.024	             	  2.723e+000 	
     33678.004	  2.508e+000 	             	
     33678.022	             	  2.723e+000 	
     33684.002	  2.508e+000 	             	
     33684.021	             	  2.730e+000 	
     33690.000	  2.515e+000 	             	
     33690.087	             	  2.723e+000 	
     33696.001	  2.505e+000 	             	
     33696.085	             	  2.722e+000 	
     33702.004	  2.516e+000 	             	
     33702.084	             	  2.728e+000 	
     33708.064	  2.506e+000 	             	
     33708.083	             	  2.723e+000 	
     33714.062	  2.512e+000 	             	
     33714.082	             	  2.729e+000 	
     33720.060	  2.511e+000 	             	
     33720.081	             	  2.720e+000 	
     33726.061	  2.511e+000 	             	
     33726.079	             	  2.727e+000 	
     33732.058	  2.510e+000 	             	
     33732.078	             	  2.718e+000 	
     33738.057	  2.511e+000 	             	
     33738.077	             	  2.728e+000 	
     33744.056	  2.511e+000 	             	
     33744.076	             	  2.730e+000 	
     33750.054	  2.512e+000 	             	
     33750.074	             	  2.724e+000 	
     33756.056	  2.512e+000 	             	
     33756.073	             	  2.729e+000 	
     33762.052	  2.514e+000 	             	
     33762.072	             	  2.728e+000 	
     33768.050	  2.512e+000 	             	
     33768.071	             	  2.727e+000 	
     33774.049	  2.513e+000 	             	
     33774.070	             	  2.730e+000 	
     33780.047	  2.507e+000 	             	
     33780.068	             	  2.723e+000 	
     33786.050	  2.497e+000 	             	
     33786.067	             	  2.723e+000 	
     33792.044	  2.510e+000 	             	
     33792.066	             	  2.733e+000 	
     33798.043	  2.496e+000 	             	
     33798.065	             	  2.723e+000 	
     33804.042	  2.508e+000 	             	
     33804.063	             	  2.721e+000 	
     33810.041	  2.505e+000 	             	
     33810.062	             	  2.730e+000 	
     33816.045	  2.513e+000 	             	
     33816.061	             	  2.728e+000 	
     33822.038	  2.510e+000 	             	
     33822.060	             	  2.728e+000 	
     33828.037	  2.510e+000 	             	
     33828.059	             	  2.723e+000 	
     33834.036	  2.505e+000 	             	
     33834.057	             	  2.724e+000 	
     33840.034	  2.516e+000 	             	
     33840.056	             	  2.726e+000 	
     33846.039	  2.513e+000 	             	
     33846.055	             	  2.725e+000 	
     33852.032	  2.513e+000 	             	
     33852.054	             	  2.729e+000 	
     33858.030	  2.507e+000 	             	
     33858.052	             	  2.726e+000 	
     33864.029	  2.519e+000 	             	
     33864.051	             	  2.719e+000 	
     33870.029	  2.502e+000 	             	
     33870.050	             	  2.726e+000 	
     33876.032	  2.498e+000 	             	
     33876.049	             	  2.716e+000 	
     33882.025	  2.512e+000 	             	
     33882.048	             	  2.730e+000 	
     33888.024	  2.518e+000 	             	
     33888.046	             	  2.726e+000 	
     33894.022	  2.505e+000 	             	
     33894.045	             	  2.727e+000 	
     33900.023	  2.510e+000 	             	
     33900.044	             	  2.722e+000 	
     33906.026	  2.502e+000 	             	
     33906.043	             	  2.725e+000 	
     33912.019	  2.506e+000 	             	
     33912.041	             	  2.721e+000 	
     33918.017	  2.511e+000 	             	
     33918.040	             	  2.724e+000 	
     33924.016	  2.502e+000 	             	
     33924.039	             	  2.725e+000 	
     33930.017	  2.515e+000 	             	
     33930.038	             	  2.724e+000 	
     33936.013	  2.509e+000 	             	
     33936.037	             	  2.726e+000 	
     33942.012	  2.510e+000 	             	
     33942.035	             	  2.724e+000 	
     33948.010	  2.512e+000 	             	
     33948.034	             	  2.727e+000 	
     33954.009	  2.512e+000 	             	
     33954.033	             	  2.722e+000 	
     33960.012	  2.504e+000 	             	
     33960.032	             	  2.720e+000 	
     33966.007	  2.511e+000 	             	
     33966.030	             	  2.720e+000 	
     33972.004	  2.510e+000 	             	
     33972.029	             	  2.727e+000 	
     33978.003	  2.514e+000 	             	
     33978.028	             	  2.727e+000 	
     33984.005	  2.513e+000 	             	
     33984.027	             	  2.727e+000 	
     33990.006	  2.517e+000 	             	
     33990.026	             	  2.726e+000 	
     33996.000	  2.511e+000 	             	
     33996.024	             	  2.725e+000 	
     34002.000	  2.512e+000 	             	
     34002.023	             	  2.726e+000 	
     34008.022	             	  2.728e+000 	
     34008.064	  2.503e+000 	             	
     34014.000	  2.514e+000 	             	
     34014.087	             	  2.726e+000 	
     34020.000	  2.512e+000 	             	
     34020.086	             	  2.728e+000 	
