;PC Software:PMManager Version 3.31 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the PMManager Log reader from opening the file correctly. ********
;Logged:16/11/2020 at 09:57:09
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Sample:of period: 00:00:06
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:843-R-USB Thermopile 919P-030-18 (s/n:950105)  EF1.39 (s/n:947127)
;Channel B:841-PE-USB Thermopile 919P-030-18 (s/n:904190)  FO2.04 (s/n:903878)

;Channel A:Details
;Name:919P-030-18
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:370
;Settings:Range:AUTO

;Channel B:Details
;Name:919P-030-18
;Graph Color:RGB(245,86,16)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:380
;Settings:Range:AUTO

;Channel A:Statistics
;Min:0.000W              
;Max:0.000W              
;Average:0.000W              
;Std.Dev.:0.000W              
;Overrange:0                   

;Channel B:Statistics
;Min:0.000W              
;Max:0.000W              
;Average:0.000W              
;Std.Dev.:0.000W              
;Overrange:0                   
;--------------------


;First Pulse Arrived : 16/11/2020 at 09:57:09.644000
  Timestamp   	  Channel A  	  Channel B  	
     30054.026	             	  2.666e+000 	
     30060.018	  2.425e+000 	             	
     30060.025	             	  2.666e+000 	
     30066.022	  2.423e+000 	             	
     30066.024	             	  2.665e+000 	
     30072.015	  2.421e+000 	             	
     30072.022	             	  2.665e+000 	
     30078.014	  2.428e+000 	             	
     30078.021	             	  2.664e+000 	
     30084.012	  2.432e+000 	             	
     30084.020	             	  2.663e+000 	
     30090.012	  2.427e+000 	             	
     30090.019	             	  2.659e+000 	
     30096.015	  2.432e+000 	             	
     30096.084	             	  2.661e+000 	
     30102.009	  2.426e+000 	             	
     30102.083	             	  2.665e+000 	
     30108.009	  2.414e+000 	             	
     30108.082	             	  2.660e+000 	
     30114.008	  2.423e+000 	             	
     30114.080	             	  2.660e+000 	
     30120.011	  2.430e+000 	             	
     30120.079	             	  2.663e+000 	
     30126.012	  2.427e+000 	             	
     30126.078	             	  2.664e+000 	
     30132.005	  2.428e+000 	             	
     30132.077	             	  2.660e+000 	
     30138.004	  2.433e+000 	             	
     30138.075	             	  2.663e+000 	
     30144.003	  2.422e+000 	             	
     30144.074	             	  2.662e+000 	
     30150.004	  2.429e+000 	             	
     30150.073	             	  2.659e+000 	
     30156.068	  2.426e+000 	             	
     30156.072	             	  2.658e+000 	
     30162.061	  2.425e+000 	             	
     30162.071	             	  2.668e+000 	
     30168.060	  2.432e+000 	             	
     30168.069	             	  2.659e+000 	
     30174.059	  2.425e+000 	             	
     30174.068	             	  2.664e+000 	
     30180.060	  2.429e+000 	             	
     30180.067	             	  2.663e+000 	
     30186.056	  2.427e+000 	             	
     30186.066	             	  2.664e+000 	
     30192.055	  2.430e+000 	             	
     30192.064	             	  2.659e+000 	
     30198.053	  2.425e+000 	             	
     30198.063	             	  2.663e+000 	
     30204.052	  2.420e+000 	             	
     30204.062	             	  2.664e+000 	
     30210.055	  2.428e+000 	             	
     30210.061	             	  2.661e+000 	
     30216.050	  2.419e+000 	             	
     30216.061	             	  2.662e+000 	
     30222.048	  2.422e+000 	             	
     30222.061	             	  2.664e+000 	
     30228.047	  2.431e+000 	             	
     30228.057	             	  2.667e+000 	
     30234.046	  2.418e+000 	             	
     30234.056	             	  2.659e+000 	
     30240.049	  2.430e+000 	             	
     30240.055	             	  2.653e+000 	
     30246.043	  2.436e+000 	             	
     30246.053	             	  2.663e+000 	
     30252.042	  2.432e+000 	             	
     30252.052	             	  2.655e+000 	
     30258.040	  2.434e+000 	             	
     30258.051	             	  2.662e+000 	
     30264.038	  2.430e+000 	             	
     30264.050	             	  2.662e+000 	
     30270.043	  2.421e+000 	             	
     30270.049	             	  2.657e+000 	
     30276.036	  2.429e+000 	             	
     30276.047	             	  2.665e+000 	
     30282.034	  2.430e+000 	             	
     30282.046	             	  2.660e+000 	
     30288.033	  2.432e+000 	             	
     30288.045	             	  2.666e+000 	
     30294.032	  2.423e+000 	             	
     30294.044	             	  2.661e+000 	
     30300.037	  2.418e+000 	             	
     30300.042	             	  2.656e+000 	
     30306.029	  2.429e+000 	             	
     30306.041	             	  2.664e+000 	
     30312.028	  2.424e+000 	             	
     30312.040	             	  2.658e+000 	
     30318.027	  2.427e+000 	             	
     30318.039	             	  2.661e+000 	
     30324.027	  2.432e+000 	             	
     30324.038	             	  2.652e+000 	
     30330.030	  2.431e+000 	             	
     30330.036	             	  2.665e+000 	
     30336.023	  2.431e+000 	             	
     30336.035	             	  2.664e+000 	
     30342.022	  2.420e+000 	             	
     30342.034	             	  2.665e+000 	
     30348.020	  2.426e+000 	             	
     30348.033	             	  2.664e+000 	
     30354.022	  2.429e+000 	             	
     30354.031	             	  2.667e+000 	
     30360.018	  2.431e+000 	             	
     30360.030	             	  2.666e+000 	
     30366.017	  2.425e+000 	             	
     30366.029	             	  2.663e+000 	
     30372.014	  2.423e+000 	             	
     30372.028	             	  2.662e+000 	
     30378.013	  2.429e+000 	             	
     30378.027	             	  2.663e+000 	
     30384.016	  2.423e+000 	             	
     30384.025	             	  2.659e+000 	
     30390.011	  2.427e+000 	             	
     30390.024	             	  2.660e+000 	
     30396.009	  2.426e+000 	             	
     30396.023	             	  2.665e+000 	
     30402.008	  2.426e+000 	             	
     30402.022	             	  2.661e+000 	
     30408.007	  2.428e+000 	             	
     30408.020	             	  2.660e+000 	
     30414.010	  2.422e+000 	             	
     30414.019	             	  2.662e+000 	
     30420.004	  2.420e+000 	             	
     30420.018	             	  2.665e+000 	
     30426.003	  2.427e+000 	             	
     30426.083	             	  2.662e+000 	
     30432.002	  2.435e+000 	             	
     30432.082	             	  2.658e+000 	
     30438.018	  2.428e+000 	             	
     30438.081	             	  2.664e+000 	
     30444.005	  2.423e+000 	             	
     30444.080	             	  2.668e+000 	
     30450.064	  2.433e+000 	             	
     30450.079	             	  2.665e+000 	
     30456.062	  2.425e+000 	             	
     30456.077	             	  2.666e+000 	
     30462.061	  2.426e+000 	             	
     30462.076	             	  2.661e+000 	
     30468.060	  2.427e+000 	             	
     30468.075	             	  2.657e+000 	
     30474.064	  2.430e+000 	             	
     30474.074	             	  2.667e+000 	
     30480.057	  2.434e+000 	             	
     30480.072	             	  2.663e+000 	
     30486.056	  2.435e+000 	             	
     30486.071	             	  2.668e+000 	
     30492.055	  2.427e+000 	             	
     30492.070	             	  2.663e+000 	
     30498.054	  2.427e+000 	             	
     30498.069	             	  2.658e+000 	
     30504.058	  2.432e+000 	             	
     30504.068	             	  2.661e+000 	
     30510.051	  2.433e+000 	             	
     30510.066	             	  2.665e+000 	
     30516.049	  2.430e+000 	             	
     30516.065	             	  2.666e+000 	
     30522.048	  2.432e+000 	             	
     30522.064	             	  2.659e+000 	
     30528.048	  2.424e+000 	             	
     30528.063	             	  2.666e+000 	
     30534.051	  2.428e+000 	             	
     30534.062	             	  2.658e+000 	
     30540.044	  2.430e+000 	             	
     30540.062	             	  2.666e+000 	
     30546.043	  2.430e+000 	             	
     30546.059	             	  2.662e+000 	
     30552.042	  2.430e+000 	             	
     30552.058	             	  2.660e+000 	
     30558.043	  2.423e+000 	             	
     30558.057	             	  2.668e+000 	
     30564.039	  2.437e+000 	             	
     30564.055	             	  2.667e+000 	
     30570.037	  2.427e+000 	             	
     30570.054	             	  2.668e+000 	
     30576.036	  2.426e+000 	             	
     30576.053	             	  2.669e+000 	
     30582.034	  2.434e+000 	             	
     30582.052	             	  2.664e+000 	
     30588.037	  2.421e+000 	             	
     30588.050	             	  2.663e+000 	
     30594.032	  2.420e+000 	             	
     30594.049	             	  2.661e+000 	
     30600.031	  2.430e+000 	             	
     30600.048	             	  2.656e+000 	
     30606.029	  2.429e+000 	             	
     30606.047	             	  2.663e+000 	
     30612.028	  2.433e+000 	             	
     30612.046	             	  2.662e+000 	
     30618.031	  2.429e+000 	             	
     30618.044	             	  2.664e+000 	
     30624.025	  2.432e+000 	             	
     30624.043	             	  2.665e+000 	
     30630.024	  2.427e+000 	             	
     30630.042	             	  2.667e+000 	
     30636.023	  2.429e+000 	             	
     30636.041	             	  2.662e+000 	
     30642.021	  2.429e+000 	             	
     30642.039	             	  2.662e+000 	
     30648.026	  2.429e+000 	             	
     30648.038	             	  2.664e+000 	
     30654.019	  2.433e+000 	             	
     30654.037	             	  2.665e+000 	
     30660.018	  2.424e+000 	             	
     30660.036	             	  2.669e+000 	
     30666.016	  2.432e+000 	             	
     30666.035	             	  2.667e+000 	
     30672.015	  2.423e+000 	             	
     30672.033	             	  2.661e+000 	
     30678.020	  2.420e+000 	             	
     30678.032	             	  2.665e+000 	
     30684.012	  2.430e+000 	             	
     30684.031	             	  2.666e+000 	
     30690.011	  2.431e+000 	             	
     30690.030	             	  2.654e+000 	
     30696.010	  2.429e+000 	             	
     30696.028	             	  2.661e+000 	
     30702.009	  2.429e+000 	             	
     30702.027	             	  2.661e+000 	
     30708.012	  2.425e+000 	             	
     30708.026	             	  2.659e+000 	
     30714.006	  2.438e+000 	             	
     30714.025	             	  2.662e+000 	
     30720.005	  2.416e+000 	             	
     30720.024	             	  2.662e+000 	
     30726.003	  2.431e+000 	             	
     30726.022	             	  2.668e+000 	
     30732.003	  2.423e+000 	             	
     30732.021	             	  2.666e+000 	
     30738.006	  2.434e+000 	             	
     30738.020	             	  2.664e+000 	
     30744.019	             	  2.659e+000 	
     30744.065	  2.423e+000 	             	
     30750.064	  2.422e+000 	             	
     30750.084	             	  2.668e+000 	
     30756.063	  2.431e+000 	             	
     30756.083	             	  2.658e+000 	
     30762.064	  2.421e+000 	             	
     30762.082	             	  2.664e+000 	
     30768.060	  2.425e+000 	             	
     30768.080	             	  2.658e+000 	
     30774.059	  2.428e+000 	             	
     30774.079	             	  2.659e+000 	
     30780.058	  2.427e+000 	             	
     30780.078	             	  2.665e+000 	
     30786.056	  2.428e+000 	             	
     30786.077	             	  2.669e+000 	
     30792.059	  2.425e+000 	             	
     30792.076	             	  2.662e+000 	
     30798.054	  2.435e+000 	             	
     30798.074	             	  2.663e+000 	
     30804.052	  2.424e+000 	             	
     30804.073	             	  2.661e+000 	
     30810.051	  2.432e+000 	             	
     30810.072	             	  2.666e+000 	
     30816.050	  2.425e+000 	             	
     30816.071	             	  2.658e+000 	
     30822.053	  2.430e+000 	             	
     30822.069	             	  2.663e+000 	
     30828.047	  2.426e+000 	             	
     30828.068	             	  2.660e+000 	
     30834.045	  2.424e+000 	             	
     30834.067	             	  2.665e+000 	
     30840.045	  2.438e+000 	             	
     30840.066	             	  2.663e+000 	
     30846.042	  2.421e+000 	             	
     30846.065	             	  2.666e+000 	
     30852.047	  2.423e+000 	             	
     30852.063	             	  2.659e+000 	
     30858.040	  2.425e+000 	             	
     30858.063	             	  2.654e+000 	
     30864.040	  2.416e+000 	             	
     30864.063	             	  2.665e+000 	
     30870.037	  2.427e+000 	             	
     30870.060	             	  2.662e+000 	
     30876.036	  2.420e+000 	             	
     30876.058	             	  2.660e+000 	
     30882.041	  2.422e+000 	             	
     30882.057	             	  2.661e+000 	
     30888.034	  2.424e+000 	             	
     30888.056	             	  2.663e+000 	
     30894.033	  2.430e+000 	             	
     30894.055	             	  2.661e+000 	
     30900.031	  2.428e+000 	             	
     30900.054	             	  2.664e+000 	
     30906.031	  2.421e+000 	             	
     30906.052	             	  2.664e+000 	
     30912.034	  2.426e+000 	             	
     30912.051	             	  2.667e+000 	
     30918.027	  2.419e+000 	             	
     30918.050	             	  2.659e+000 	
     30924.026	  2.420e+000 	             	
     30924.049	             	  2.663e+000 	
     30930.025	  2.431e+000 	             	
     30930.047	             	  2.656e+000 	
     30936.025	  2.426e+000 	             	
     30936.046	             	  2.663e+000 	
     30942.028	  2.426e+000 	             	
     30942.045	             	  2.661e+000 	
     30948.021	  2.426e+000 	             	
     30948.044	             	  2.662e+000 	
     30954.019	  2.431e+000 	             	
     30954.043	             	  2.662e+000 	
     30960.018	  2.438e+000 	             	
     30960.041	             	  2.664e+000 	
     30966.019	  2.429e+000 	             	
     30966.040	             	  2.661e+000 	
     30972.015	  2.431e+000 	             	
     30972.039	             	  2.663e+000 	
     30978.013	  2.433e+000 	             	
     30978.038	             	  2.667e+000 	
     30984.012	  2.421e+000 	             	
     30984.036	             	  2.664e+000 	
     30990.011	  2.430e+000 	             	
     30990.035	             	  2.660e+000 	
     30996.013	  2.422e+000 	             	
     30996.034	             	  2.662e+000 	
     31002.008	  2.432e+000 	             	
     31002.033	             	  2.665e+000 	
     31008.007	  2.436e+000 	             	
     31008.032	             	  2.660e+000 	
     31014.005	  2.427e+000 	             	
     31014.030	             	  2.668e+000 	
     31020.004	  2.432e+000 	             	
     31020.029	             	  2.654e+000 	
     31026.008	  2.422e+000 	             	
     31026.028	             	  2.669e+000 	
     31032.002	  2.425e+000 	             	
     31032.027	             	  2.664e+000 	
     31038.000	  2.425e+000 	             	
     31038.025	             	  2.661e+000 	
     31044.024	             	  2.664e+000 	
     31044.066	  2.426e+000 	             	
     31050.023	             	  2.663e+000 	
     31050.065	  2.430e+000 	             	
     31056.002	  2.430e+000 	             	
     31056.022	             	  2.659e+000 	
     31062.021	             	  2.660e+000 	
     31062.062	  2.437e+000 	             	
     31068.019	             	  2.660e+000 	
     31068.061	  2.422e+000 	             	
     31074.018	             	  2.657e+000 	
     31074.060	  2.432e+000 	             	
     31080.058	  2.428e+000 	             	
     31080.083	             	  2.668e+000 	
     31086.062	  2.437e+000 	             	
     31086.082	             	  2.667e+000 	
     31092.055	  2.424e+000 	             	
     31092.081	             	  2.668e+000 	
     31098.053	  2.429e+000 	             	
     31098.080	             	  2.662e+000 	
     31104.052	  2.428e+000 	             	
     31104.079	             	  2.655e+000 	
     31110.051	  2.428e+000 	             	
     31110.077	             	  2.662e+000 	
     31116.055	  2.428e+000 	             	
     31116.076	             	  2.666e+000 	
     31122.048	  2.427e+000 	             	
     31122.075	             	  2.659e+000 	
     31128.047	  2.429e+000 	             	
     31128.074	             	  2.663e+000 	
     31134.046	  2.433e+000 	             	
     31134.072	             	  2.667e+000 	
     31140.046	  2.427e+000 	             	
     31140.071	             	  2.664e+000 	
     31146.049	  2.426e+000 	             	
     31146.070	             	  2.660e+000 	
     31152.042	  2.426e+000 	             	
     31152.069	             	  2.658e+000 	
     31158.040	  2.435e+000 	             	
     31158.068	             	  2.667e+000 	
     31164.039	  2.421e+000 	             	
     31164.066	             	  2.664e+000 	
     31170.041	  2.431e+000 	             	
     31170.065	             	  2.667e+000 	
     31176.037	  2.426e+000 	             	
     31176.064	             	  2.663e+000 	
     31182.035	  2.420e+000 	             	
     31182.063	             	  2.665e+000 	
     31188.034	  2.428e+000 	             	
     31188.063	             	  2.660e+000 	
     31194.033	  2.425e+000 	             	
     31194.060	             	  2.662e+000 	
     31200.035	  2.423e+000 	             	
     31200.059	             	  2.662e+000 	
     31206.030	  2.418e+000 	             	
     31206.058	             	  2.666e+000 	
     31212.029	  2.431e+000 	             	
     31212.057	             	  2.666e+000 	
     31218.028	  2.430e+000 	             	
     31218.055	             	  2.669e+000 	
     31224.025	  2.433e+000 	             	
     31224.054	             	  2.662e+000 	
     31230.030	  2.421e+000 	             	
     31230.053	             	  2.655e+000 	
     31236.023	  2.431e+000 	             	
     31236.052	             	  2.663e+000 	
     31242.021	  2.431e+000 	             	
     31242.050	             	  2.661e+000 	
     31248.020	  2.429e+000 	             	
     31248.049	             	  2.665e+000 	
     31254.019	  2.428e+000 	             	
     31254.048	             	  2.664e+000 	
     31260.024	  2.422e+000 	             	
     31260.047	             	  2.662e+000 	
     31266.016	  2.436e+000 	             	
     31266.046	             	  2.665e+000 	
     31272.015	  2.424e+000 	             	
     31272.044	             	  2.664e+000 	
     31278.014	  2.419e+000 	             	
     31278.043	             	  2.660e+000 	
     31284.013	  2.436e+000 	             	
     31284.042	             	  2.664e+000 	
     31290.017	  2.425e+000 	             	
     31290.041	             	  2.658e+000 	
     31296.010	  2.427e+000 	             	
     31296.039	             	  2.661e+000 	
     31302.009	  2.431e+000 	             	
     31302.038	             	  2.664e+000 	
     31308.008	  2.418e+000 	             	
     31308.037	             	  2.662e+000 	
     31314.007	  2.427e+000 	             	
     31314.036	             	  2.658e+000 	
     31320.011	  2.431e+000 	             	
     31320.035	             	  2.668e+000 	
     31326.004	  2.420e+000 	             	
     31326.033	             	  2.665e+000 	
     31332.002	  2.433e+000 	             	
     31332.032	             	  2.665e+000 	
     31338.001	  2.436e+000 	             	
     31338.031	             	  2.664e+000 	
     31344.002	  2.422e+000 	             	
     31344.030	             	  2.665e+000 	
     31350.028	             	  2.657e+000 	
     31350.070	  2.424e+000 	             	
     31356.027	             	  2.660e+000 	
     31356.063	  2.434e+000 	             	
     31362.026	             	  2.663e+000 	
     31362.061	  2.426e+000 	             	
     31368.025	             	  2.664e+000 	
     31368.060	  2.433e+000 	             	
     31374.024	             	  2.662e+000 	
     31374.062	  2.428e+000 	             	
     31380.022	             	  2.665e+000 	
     31380.058	  2.428e+000 	             	
     31386.021	             	  2.662e+000 	
     31386.056	  2.417e+000 	             	
     31392.020	             	  2.655e+000 	
     31392.055	  2.430e+000 	             	
     31398.019	             	  2.659e+000 	
     31398.054	  2.416e+000 	             	
     31404.057	  2.423e+000 	             	
     31404.084	             	  2.667e+000 	
     31410.051	  2.433e+000 	             	
     31410.083	             	  2.663e+000 	
     31416.050	  2.426e+000 	             	
     31416.082	             	  2.660e+000 	
     31422.049	  2.434e+000 	             	
     31422.080	             	  2.661e+000 	
     31428.048	  2.424e+000 	             	
     31428.079	             	  2.666e+000 	
     31434.051	  2.431e+000 	             	
     31434.078	             	  2.662e+000 	
     31440.045	  2.436e+000 	             	
     31440.077	             	  2.665e+000 	
     31446.044	  2.434e+000 	             	
     31446.076	             	  2.664e+000 	
     31452.042	  2.430e+000 	             	
     31452.074	             	  2.663e+000 	
     31458.041	  2.431e+000 	             	
     31458.073	             	  2.661e+000 	
     31464.046	  2.428e+000 	             	
     31464.072	             	  2.666e+000 	
     31470.038	  2.427e+000 	             	
     31470.071	             	  2.666e+000 	
     31476.037	  2.428e+000 	             	
     31476.069	             	  2.660e+000 	
     31482.035	  2.423e+000 	             	
     31482.068	             	  2.659e+000 	
     31488.035	  2.432e+000 	             	
     31488.067	             	  2.668e+000 	
     31494.038	  2.426e+000 	             	
     31494.066	             	  2.665e+000 	
     31500.031	  2.433e+000 	             	
     31500.065	             	  2.660e+000 	
     31506.030	  2.440e+000 	             	
     31506.064	             	  2.666e+000 	
     31512.028	  2.419e+000 	             	
     31512.062	             	  2.664e+000 	
     31518.029	  2.430e+000 	             	
     31518.061	             	  2.669e+000 	
     31524.032	  2.432e+000 	             	
     31524.060	             	  2.658e+000 	
     31530.025	  2.434e+000 	             	
     31530.058	             	  2.659e+000 	
     31536.024	  2.432e+000 	             	
     31536.057	             	  2.663e+000 	
     31542.022	  2.426e+000 	             	
     31542.056	             	  2.664e+000 	
     31548.023	  2.422e+000 	             	
     31548.055	             	  2.663e+000 	
     31554.020	  2.428e+000 	             	
     31554.054	             	  2.662e+000 	
     31560.018	  2.431e+000 	             	
     31560.052	             	  2.665e+000 	
     31566.017	  2.420e+000 	             	
     31566.051	             	  2.660e+000 	
     31572.016	  2.430e+000 	             	
     31572.050	             	  2.663e+000 	
     31578.018	  2.431e+000 	             	
     31578.049	             	  2.667e+000 	
     31584.013	  2.427e+000 	             	
     31584.047	             	  2.665e+000 	
     31590.012	  2.429e+000 	             	
     31590.046	             	  2.663e+000 	
     31596.010	  2.427e+000 	             	
     31596.045	             	  2.665e+000 	
     31602.009	  2.432e+000 	             	
     31602.044	             	  2.658e+000 	
     31608.012	  2.434e+000 	             	
     31608.043	             	  2.658e+000 	
     31614.006	  2.435e+000 	             	
     31614.041	             	  2.665e+000 	
     31620.004	  2.430e+000 	             	
     31620.040	             	  2.661e+000 	
     31626.003	  2.430e+000 	             	
     31626.039	             	  2.662e+000 	
     31632.002	  2.431e+000 	             	
     31632.038	             	  2.669e+000 	
     31638.006	  2.438e+000 	             	
     31638.036	             	  2.663e+000 	
     31644.035	             	  2.668e+000 	
     31644.066	  2.426e+000 	             	
     31650.034	             	  2.662e+000 	
     31650.065	  2.431e+000 	             	
     31656.033	             	  2.666e+000 	
     31656.063	  2.432e+000 	             	
     31662.032	             	  2.664e+000 	
     31662.062	  2.423e+000 	             	
     31668.000	  2.433e+000 	             	
     31668.030	             	  2.663e+000 	
     31674.029	             	  2.669e+000 	
     31674.060	  2.427e+000 	             	
     31680.028	             	  2.660e+000 	
     31680.059	  2.431e+000 	             	
     31686.027	             	  2.663e+000 	
     31686.057	  2.433e+000 	             	
     31692.025	             	  2.664e+000 	
     31692.056	  2.437e+000 	             	
     31698.024	             	  2.663e+000 	
     31698.060	  2.429e+000 	             	
     31704.023	             	  2.666e+000 	
     31704.053	  2.430e+000 	             	
     31710.022	             	  2.664e+000 	
     31710.052	  2.435e+000 	             	
     31716.021	             	  2.666e+000 	
     31716.051	  2.431e+000 	             	
     31722.019	             	  2.666e+000 	
     31722.050	  2.428e+000 	             	
     31728.018	             	  2.668e+000 	
     31728.053	  2.426e+000 	             	
     31734.047	  2.433e+000 	             	
     31734.084	             	  2.664e+000 	
     31740.044	  2.424e+000 	             	
     31740.082	             	  2.665e+000 	
     31746.043	  2.434e+000 	             	
     31746.081	             	  2.669e+000 	
     31752.045	  2.428e+000 	             	
     31752.080	             	  2.665e+000 	
     31758.041	  2.429e+000 	             	
     31758.079	             	  2.661e+000 	
     31764.039	  2.433e+000 	             	
     31764.077	             	  2.665e+000 	
     31770.038	  2.433e+000 	             	
     31770.076	             	  2.666e+000 	
     31776.037	  2.426e+000 	             	
     31776.075	             	  2.656e+000 	
     31782.039	  2.427e+000 	             	
     31782.074	             	  2.662e+000 	
     31788.034	  2.425e+000 	             	
     31788.073	             	  2.664e+000 	
     31794.033	  2.431e+000 	             	
     31794.071	             	  2.668e+000 	
     31800.032	  2.422e+000 	             	
     31800.070	             	  2.669e+000 	
     31806.030	  2.429e+000 	             	
     31806.069	             	  2.667e+000 	
     31812.033	  2.428e+000 	             	
     31812.068	             	  2.665e+000 	
     31818.028	  2.422e+000 	             	
     31818.066	             	  2.666e+000 	
     31824.027	  2.429e+000 	             	
     31824.065	             	  2.668e+000 	
     31830.025	  2.421e+000 	             	
     31830.065	             	  2.664e+000 	
     31836.024	  2.428e+000 	             	
     31836.063	             	  2.666e+000 	
     31842.028	  2.426e+000 	             	
     31842.062	             	  2.665e+000 	
     31848.021	  2.433e+000 	             	
     31848.060	             	  2.667e+000 	
     31854.020	  2.427e+000 	             	
     31854.059	             	  2.662e+000 	
     31860.019	  2.430e+000 	             	
     31860.058	             	  2.667e+000 	
     31866.018	  2.429e+000 	             	
     31866.057	             	  2.666e+000 	
     31872.022	  2.428e+000 	             	
     31872.055	             	  2.660e+000 	
     31878.014	  2.428e+000 	             	
     31878.054	             	  2.666e+000 	
     31884.013	  2.434e+000 	             	
     31884.053	             	  2.657e+000 	
     31890.011	  2.432e+000 	             	
     31890.052	             	  2.664e+000 	
     31896.011	  2.429e+000 	             	
     31896.051	             	  2.664e+000 	
     31902.015	  2.435e+000 	             	
     31902.049	             	  2.669e+000 	
     31908.007	  2.429e+000 	             	
     31908.048	             	  2.668e+000 	
     31914.006	  2.422e+000 	             	
     31914.047	             	  2.666e+000 	
     31920.005	  2.433e+000 	             	
     31920.046	             	  2.657e+000 	
     31926.005	  2.431e+000 	             	
     31926.044	             	  2.669e+000 	
     31932.008	  2.426e+000 	             	
     31932.043	             	  2.665e+000 	
     31938.001	  2.432e+000 	             	
     31938.042	             	  2.663e+000 	
     31944.000	  2.425e+000 	             	
     31944.041	             	  2.667e+000 	
     31950.039	             	  2.668e+000 	
     31950.065	  2.424e+000 	             	
     31956.000	  2.426e+000 	             	
     31956.038	             	  2.668e+000 	
     31962.037	             	  2.663e+000 	
     31962.063	  2.431e+000 	             	
     31968.036	             	  2.666e+000 	
     31968.061	  2.439e+000 	             	
     31974.035	             	  2.668e+000 	
     31974.060	  2.421e+000 	             	
     31980.033	             	  2.661e+000 	
     31980.059	  2.425e+000 	             	
     31986.032	             	  2.656e+000 	
     31986.061	  2.426e+000 	             	
     31992.031	             	  2.660e+000 	
     31992.055	  2.427e+000 	             	
     31998.030	             	  2.664e+000 	
     31998.054	  2.432e+000 	             	
     32004.028	             	  2.667e+000 	
     32004.053	  2.429e+000 	             	
     32010.027	             	  2.664e+000 	
     32010.052	  2.427e+000 	             	
     32016.026	             	  2.665e+000 	
     32016.054	  2.428e+000 	             	
     32022.025	             	  2.666e+000 	
     32022.049	  2.436e+000 	             	
     32028.024	             	  2.652e+000 	
     32028.047	  2.433e+000 	             	
     32034.022	             	  2.666e+000 	
     32034.046	  2.435e+000 	             	
     32040.021	             	  2.666e+000 	
     32040.045	  2.434e+000 	             	
     32046.020	             	  2.667e+000 	
     32046.049	  2.427e+000 	             	
     32052.019	             	  2.662e+000 	
     32052.042	  2.431e+000 	             	
     32058.041	  2.426e+000 	             	
     32058.084	             	  2.666e+000 	
     32064.040	  2.419e+000 	             	
     32064.083	             	  2.663e+000 	
     32070.039	  2.432e+000 	             	
     32070.082	             	  2.663e+000 	
     32076.043	  2.431e+000 	             	
     32076.080	             	  2.663e+000 	
     32082.036	  2.421e+000 	             	
     32082.079	             	  2.657e+000 	
     32088.035	  2.429e+000 	             	
     32088.078	             	  2.660e+000 	
     32094.033	  2.428e+000 	             	
     32094.077	             	  2.657e+000 	
     32100.033	  2.433e+000 	             	
     32100.076	             	  2.662e+000 	
     32106.037	  2.433e+000 	             	
     32106.074	             	  2.663e+000 	
     32112.030	  2.430e+000 	             	
     32112.073	             	  2.665e+000 	
     32118.028	  2.418e+000 	             	
     32118.072	             	  2.661e+000 	
     32124.027	  2.426e+000 	             	
     32124.071	             	  2.658e+000 	
     32130.027	  2.436e+000 	             	
     32130.069	             	  2.666e+000 	
     32136.029	  2.424e+000 	             	
     32136.068	             	  2.661e+000 	
     32142.022	  2.427e+000 	             	
     32142.067	             	  2.664e+000 	
     32148.021	  2.430e+000 	             	
     32148.066	             	  2.666e+000 	
     32154.020	  2.427e+000 	             	
     32154.066	             	  2.665e+000 	
     32160.021	  2.427e+000 	             	
     32160.063	             	  2.665e+000 	
     32166.017	  2.425e+000 	             	
     32166.062	             	  2.670e+000 	
     32172.016	  2.433e+000 	             	
     32172.061	             	  2.661e+000 	
     32178.014	  2.434e+000 	             	
     32178.060	             	  2.661e+000 	
     32184.013	  2.426e+000 	             	
     32184.058	             	  2.666e+000 	
     32190.016	  2.425e+000 	             	
     32190.057	             	  2.666e+000 	
     32196.011	  2.436e+000 	             	
     32196.056	             	  2.671e+000 	
     32202.009	  2.430e+000 	             	
     32202.055	             	  2.666e+000 	
     32208.008	  2.423e+000 	             	
     32208.054	             	  2.666e+000 	
     32214.007	  2.424e+000 	             	
     32214.052	             	  2.662e+000 	
     32220.010	  2.431e+000 	             	
     32220.051	             	  2.667e+000 	
     32226.004	  2.430e+000 	             	
     32226.050	             	  2.661e+000 	
     32232.003	  2.427e+000 	             	
     32232.049	             	  2.656e+000 	
     32238.002	  2.432e+000 	             	
     32238.047	             	  2.657e+000 	
     32244.000	  2.435e+000 	             	
     32244.046	             	  2.666e+000 	
     32250.005	  2.432e+000 	             	
     32250.045	             	  2.658e+000 	
     32256.044	             	  2.658e+000 	
     32256.063	  2.428e+000 	             	
     32262.043	             	  2.662e+000 	
     32262.062	  2.431e+000 	             	
     32268.041	             	  2.664e+000 	
     32268.061	  2.429e+000 	             	
     32274.040	             	  2.665e+000 	
     32274.061	  2.432e+000 	             	
     32280.039	             	  2.667e+000 	
     32280.064	  2.427e+000 	             	
